GRA,Species,SuperKingdom,Q1,Order,Family,SubFamily,Genus
3.518529528556152e-05,Propionibacterium phage P105 [1229788],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00011773641433031165,Propionibacterium phage PHL111M01 [1235653],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.008054216585052289,Lactococcus phage bIL310 [151538],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
3.188603596373092e-05,Cucurbit leaf crumple virus [134681],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Geminiviridae [10811],N/A [N/A],Begomovirus [10814]
7.513958176648897e-05,Escherichia phage HK75 [906668],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Lambdalikevirus [186765]
0.04119727580706032,Lactococcus phage Tuc2009 [35241],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
3.2973783805394074e-05,Pseudomonas phage MP42 [1161903],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Lambdalikevirus [186765]
3.2555786662264175e-05,Propionibacterium phage PHL067M10 [1235649],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Enterobacteria phage M13 [10870],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Inoviridae [10860],N/A [N/A],Inovirus [10861]
0.00016103059581320446,Escherichia phage HK639 [906669],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Lambdalikevirus [186765]
7.044904324807258e-07,Salmonella phage g341c [590739],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],P22likevirus [186794]
0.0022089400230268148,Lactobacillus phage LL-H [12348],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
4.2535483416351245e-05,Tomato yellow margin leaf curl virus [260909],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Geminiviridae [10811],N/A [N/A],Begomovirus [10814]
0.0004823872970071326,Salmonella phage epsilon34 [348058],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],P22likevirus [186794]
0.0006441223832528178,Leuconostoc phage phiLN25 [1262518],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
5.811729080554756e-05,Propionibacterium phage P101A [1229786],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0003220611916264089,Lactobacillus phage ATCC8014 [1225794],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Phijlunalikevirus [1623300]
0.00016103059581320446,Paenibacillus phage PG1 [754053],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0039056194645885616,BK polyomavirus [10629],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Polyomaviridae [151341],N/A [N/A],Polyomavirus [10624]
0.00016103059581320446,Acinetobacter phage Bphi-B1251 [1221835],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],N/A [N/A]
0.00010830519806601778,Salmonella phage FSLSP030 [1173754],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Chilikevirus [1623283]
3.333667198218682e-05,Enterobacteria phage HK446 [1147145],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Lambdalikevirus [186765]
0.00016103059581320446,Spodoptera litura nucleopolyhedrovirus II [566270],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Baculoviridae [10442],N/A [N/A],Alphabaculovirus [558016]
0.00016103059581320446,Streptococcus phage 5093 [646413],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0001052169614628365,Bordetella phage BMP-1 [263374],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],Bppunalikevirus [542959]
0.00579710144927536,Parvovirus NIH-CQV [1341019],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Parvoviridae [10780],N/A [N/A],N/A [N/A]
4.49094085811275e-06,Titi monkey adenovirus ECC-2011 [994672],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Adenoviridae [10508],N/A [N/A],N/A [N/A]
0.00016103059581320446,Acinetobacter phage YMC-13-01-C62 [1505225],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
0.0016103059581320447,Streptococcus phage 20617 [1392231],Viruses [10239],unclassified phages [12333],N/A [N/A],N/A [N/A],N/A [N/A],N/A [N/A]
0.003502800093465965,Murine osteosarcoma virus [11830],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Gammaretrovirus [153135]
0.0010894352667533123,Enterobacteria phage P1 [10678],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],Punalikevirus [186789]
0.00016103059581320446,Burkholderia phage JG068 [1401297],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],Phikmvlikevirus [477967]
0.00016103059581320446,Ictalurid herpesvirus 1 [10401],Viruses [10239],dsDNA viruses no RNA stage [35237],Herpesvirales [548681],Alloherpesviridae [548682],N/A [N/A],Ictalurivirus [172653]
0.0002798462706111591,JC polyomavirus [10632],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Polyomaviridae [151341],N/A [N/A],Polyomavirus [10624]
2.3009626623064665e-05,Enterobacteria phage HK544 [432201],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.01174859279259609,Lactococcus phage bIL312 [151539],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00011153953849211302,Salmonella phage iEPS5 [1005056],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Chilikevirus [1623283]
5.788870403719399e-05,Propionibacterium phage ATCC29399B_C [1229794],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Pseudomonas phage F116 [280701],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],N/A [N/A]
1.693721298325289e-05,Lactobacillus phage Lrm1 [496874],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.002688721173959403,Lactococcus phage r1t [43685],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.004991948470209338,Choristoneura occidentalis granulovirus [364745],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Baculoviridae [10442],N/A [N/A],Betabaculovirus [558017]
0.005354643419310154,Lactococcus phage bIL309 [151537],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
7.817176740416298e-05,Enterobacteria phage HX01 [1237364],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],T4likevirus [10663]
0.00016103059581320446,Iodobacteriophage phiPLPE [551895],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
0.0006562632195567397,Lactococcus phage 949 [881953],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Ostreococcus virus OsV5 [489089],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Phycodnaviridae [10501],N/A [N/A],N/A [N/A]
0.00014281275198620781,Lactococcus phage SK1 [31532],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Skunalikevirus [1623305]
0.00725382077280935,Lactococcus phage bIL285 [151535],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Human herpesvirus 5 [10359],Viruses [10239],dsDNA viruses no RNA stage [35237],Herpesvirales [548681],Herpesviridae [10292],N/A [N/A],Cytomegalovirus [10358]
0.00028372563927049545,Salmonella phage SPN19 [1141134],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Chilikevirus [1623283]
0.00016103059581320446,Gallid herpesvirus 2 [10390],Viruses [10239],dsDNA viruses no RNA stage [35237],Herpesvirales [548681],Herpesviridae [10292],N/A [N/A],Mardivirus [180252]
2.4874231253747376e-05,Propionibacterium phage P14.4 [1229784],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0008927180158622986,Lactococcus phage jj50 [213775],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Skunalikevirus [1623305]
0.0012004041052895487,Torque teno virus 14 [687353],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.0036801188207716494,Lactococcus phage phiLC3 [12390],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00030876422657340983,Burkholderia phage BcepC6B [279280],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],Bppunalikevirus [542959]
4.583791762566312e-06,Torque teno virus 26 [687365],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.043236982450202265,Torque teno virus 15 [687354],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
3.1832238871908876e-05,Pseudomonas phage JBD30 [1223260],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Flavobacterium phage 6H [1325731],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],N/A [N/A],N/A [N/A],N/A [N/A]
0.050363573116497355,Leuconostoc phage P793 [1262522],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0006441223832528178,Lactobacillus phage phijl1 [235201],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Phijlunalikevirus [1623300]
0.039590711378232606,Leuconostoc phage Lmd1 [1161930],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0004054868861253821,Lactococcus phage 340 [1262533],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Lactobacillus phage Sha1 [947981],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Vesicular stomatitis Indiana virus [11277],Viruses [10239],ssRNA viruses [439488],Mononegavirales [11157],Rhabdoviridae [11270],N/A [N/A],Vesiculovirus [11271]
6.574817638375193e-05,Pseudomonas phage MP1412 [1204517],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Propionibacterium phage PHL114L00 [1235656],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Enterobacteria phage P4 [10680],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],P2likevirus [140410]
0.00016228461744354083,Simian virus 12 [46771],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Polyomaviridae [151341],N/A [N/A],Polyomavirus [10624]
0.00016103059581320446,Lactobacillus phage phig1e [52979],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00014631176799784982,Synechococcus phage ACG-2014j [1493514],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],T4likevirus [10663]
8.285882840904146e-05,Enterobacteria phage RB3 [31533],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],T4likevirus [10663]
0.00018734081422824855,Moloney murine sarcoma virus [11809],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Gammaretrovirus [153135]
8.225602065091436e-06,Simian torque teno virus 34 [1629657],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.0015796009047213718,Streptococcus phage 2972 [306323],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Sfi1unalikevirus [1623303]
0.00016103059581320446,Escherichia phage phiV10 [343516],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],Epsilon15likevirus [542960]
8.048972500560543e-05,Sulfitobacter phage pCB2047-C [754043],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],N/A [N/A],N/A [N/A],N/A [N/A]
5.990915656067153e-05,Propionibacterium phage P100_A [1229790],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Pseudomonas phage vB_PaeP_Tr60_Ab31 [1449437],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],N/A [N/A],N/A [N/A],N/A [N/A]
0.00016103059581320446,Acanthamoeba polyphaga moumouvirus [1269028],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Mimiviridae [549779],N/A [N/A],N/A [N/A]
